Country.Region,date,total_count
Taiwan,3.02.20,41
Thailand,3.02.20,43
Togo,3.02.20,0
Tunisia,3.02.20,0
UK,3.02.20,40
Ukraine,3.02.20,0
United Arab Emirates,3.02.20,21
US,3.02.20,101
Vatican City,3.02.20,0
Vietnam,3.02.20,16
Afghanistan,3.03.20,1
Algeria,3.03.20,5
Andorra,3.03.20,1
Argentina,3.03.20,1
Armenia,3.03.20,1
Australia,3.03.20,39
Austria,3.03.20,21
Azerbaijan,3.03.20,3
Bahrain,3.03.20,49
Belarus,3.03.20,1
Belgium,3.03.20,13
Bhutan,3.03.20,0
Bosnia and Herzegovina,3.03.20,0
Brazil,3.03.20,2
Cambodia,3.03.20,1
Cameroon,3.03.20,0
Canada,3.03.20,30
Chile,3.03.20,1
Colombia,3.03.20,0
Costa Rica,3.03.20,0
Croatia,3.03.20,9
Czech Republic,3.03.20,5
Denmark,3.03.20,6
Dominican Republic,3.03.20,1
Ecuador,3.03.20,7
Egypt,3.03.20,2
Estonia,3.03.20,2
Faroe Islands,3.03.20,0
Finland,3.03.20,6
France,3.03.20,204
French Guiana,3.03.20,0
Georgia,3.03.20,3
Germany,3.03.20,196
Gibraltar,3.03.20,0
Greece,3.03.20,7
Hong Kong,3.03.20,100
Hungary,3.03.20,0
Iceland,3.03.20,11
India,3.03.20,5
Indonesia,3.03.20,2
Iran,3.03.20,2336
Iraq,3.03.20,32
Ireland,3.03.20,2
Israel,3.03.20,12
Italy,3.03.20,2502
Japan,3.03.20,293
Jordan,3.03.20,1
Kuwait,3.03.20,56
Latvia,3.03.20,1
Lebanon,3.03.20,13
Liechtenstein,3.03.20,0
Lithuania,3.03.20,1
Luxembourg,3.03.20,1
Macau,3.03.20,10
Mainland China,3.03.20,80151
Malaysia,3.03.20,36
Malta,3.03.20,0
Martinique,3.03.20,0
Mexico,3.03.20,5
Monaco,3.03.20,1
Morocco,3.03.20,1
Nepal,3.03.20,1
Netherlands,3.03.20,24
New Zealand,3.03.20,1
Nigeria,3.03.20,1
North Macedonia,3.03.20,1
Norway,3.03.20,32
Oman,3.03.20,12
Others,3.03.20,706
Pakistan,3.03.20,5
Palestine,3.03.20,0
Peru,3.03.20,0
Philippines,3.03.20,3
Poland,3.03.20,0
Portugal,3.03.20,2
Qatar,3.03.20,7
Romania,3.03.20,3
Russia,3.03.20,3
Saint Barthelemy,3.03.20,0
San Marino,3.03.20,10
Saudi Arabia,3.03.20,1
Senegal,3.03.20,2
Serbia,3.03.20,0
Singapore,3.03.20,110
Slovakia,3.03.20,0
Slovenia,3.03.20,0
South Africa,3.03.20,0
South Korea,3.03.20,5186
Spain,3.03.20,165
Sri Lanka,3.03.20,1
Sweden,3.03.20,21
Switzerland,3.03.20,56
Taiwan,3.03.20,42
Thailand,3.03.20,43
Togo,3.03.20,0
Tunisia,3.03.20,0
UK,3.03.20,51
Ukraine,3.03.20,1
United Arab Emirates,3.03.20,27
US,3.03.20,121
Vatican City,3.03.20,0
Vietnam,3.03.20,16
Afghanistan,3.04.20,1
Algeria,3.04.20,12
Andorra,3.04.20,1
Argentina,3.04.20,1
Armenia,3.04.20,1
Australia,3.04.20,52
Austria,3.04.20,29
Azerbaijan,3.04.20,3
Bahrain,3.04.20,52
Belarus,3.04.20,6
Belgium,3.04.20,23
Bhutan,3.04.20,0
Bosnia and Herzegovina,3.04.20,0
Brazil,3.04.20,4
Cambodia,3.04.20,1
Cameroon,3.04.20,0
Canada,3.04.20,33
Chile,3.04.20,1
Colombia,3.04.20,0
Costa Rica,3.04.20,0
Croatia,3.04.20,10
Czech Republic,3.04.20,8
Denmark,3.04.20,10
Dominican Republic,3.04.20,1
Ecuador,3.04.20,10
Egypt,3.04.20,2
Estonia,3.04.20,2
Faroe Islands,3.04.20,1
Finland,3.04.20,6
France,3.04.20,285
French Guiana,3.04.20,0
Georgia,3.04.20,3
Germany,3.04.20,262
Gibraltar,3.04.20,1
Greece,3.04.20,9
Hong Kong,3.04.20,105
Hungary,3.04.20,2
Iceland,3.04.20,26
India,3.04.20,28
Indonesia,3.04.20,2
Iran,3.04.20,2922
Iraq,3.04.20,35
Ireland,3.04.20,6
Israel,3.04.20,15
Italy,3.04.20,3089
Japan,3.04.20,331
Jordan,3.04.20,1
Kuwait,3.04.20,56
Latvia,3.04.20,1
Lebanon,3.04.20,13
Liechtenstein,3.04.20,1
Lithuania,3.04.20,1
Luxembourg,3.04.20,1
Macau,3.04.20,10
Mainland China,3.04.20,80271
Malaysia,3.04.20,50
Malta,3.04.20,0
Martinique,3.04.20,0
Mexico,3.04.20,5
Monaco,3.04.20,1
Morocco,3.04.20,1
Nepal,3.04.20,1
Netherlands,3.04.20,38
New Zealand,3.04.20,3
Nigeria,3.04.20,1
North Macedonia,3.04.20,1
Norway,3.04.20,56
Oman,3.04.20,15
Others,3.04.20,706
Pakistan,3.04.20,5
Palestine,3.04.20,0
Peru,3.04.20,0
Philippines,3.04.20,3
Poland,3.04.20,1
Portugal,3.04.20,5
Qatar,3.04.20,8
Romania,3.04.20,4
Russia,3.04.20,3
Saint Barthelemy,3.04.20,3
San Marino,3.04.20,16
Saudi Arabia,3.04.20,1
Senegal,3.04.20,4
Serbia,3.04.20,0
Singapore,3.04.20,110
Slovakia,3.04.20,0
Slovenia,3.04.20,0
South Africa,3.04.20,0
South Korea,3.04.20,5621
Spain,3.04.20,222
Sri Lanka,3.04.20,1
Sweden,3.04.20,35
Switzerland,3.04.20,90
Taiwan,3.04.20,42
Thailand,3.04.20,43
Togo,3.04.20,0
Tunisia,3.04.20,1
UK,3.04.20,85
Ukraine,3.04.20,1
United Arab Emirates,3.04.20,27
US,3.04.20,152
Vatican City,3.04.20,0
Vietnam,3.04.20,16
Afghanistan,3.05.20,1
Algeria,3.05.20,12
Andorra,3.05.20,1
Argentina,3.05.20,1
Armenia,3.05.20,1
Australia,3.05.20,55
Austria,3.05.20,41
Azerbaijan,3.05.20,6
Bahrain,3.05.20,55
Belarus,3.05.20,6
Belgium,3.05.20,50
Bhutan,3.05.20,0
Bosnia and Herzegovina,3.05.20,2
Brazil,3.05.20,4
Cambodia,3.05.20,1
Cameroon,3.05.20,0
Canada,3.05.20,37
Chile,3.05.20,4
Colombia,3.05.20,0
Costa Rica,3.05.20,0
Croatia,3.05.20,10
Czech Republic,3.05.20,12
Denmark,3.05.20,10
Dominican Republic,3.05.20,1
Ecuador,3.05.20,13
Egypt,3.05.20,3
Estonia,3.05.20,3
Faroe Islands,3.05.20,1
Finland,3.05.20,12
France,3.05.20,377
French Guiana,3.05.20,0
Georgia,3.05.20,4
Germany,3.05.20,482
Gibraltar,3.05.20,1
Greece,3.05.20,31
Hong Kong,3.05.20,105
Hungary,3.05.20,2
Iceland,3.05.20,34
India,3.05.20,30
Indonesia,3.05.20,2
Iran,3.05.20,3513
Iraq,3.05.20,35
Ireland,3.05.20,6
Israel,3.05.20,16
Italy,3.05.20,3858
Japan,3.05.20,360
Jordan,3.05.20,1
Kuwait,3.05.20,58
Latvia,3.05.20,1
Lebanon,3.05.20,16
Liechtenstein,3.05.20,1
Lithuania,3.05.20,1
Luxembourg,3.05.20,1
Macau,3.05.20,10
Mainland China,3.05.20,80422
Malaysia,3.05.20,50
Malta,3.05.20,0
Martinique,3.05.20,0
Mexico,3.05.20,5
Monaco,3.05.20,1
Morocco,3.05.20,2
Nepal,3.05.20,1
Netherlands,3.05.20,82
New Zealand,3.05.20,3
Nigeria,3.05.20,1
North Macedonia,3.05.20,1
Norway,3.05.20,87
Oman,3.05.20,16
Others,3.05.20,706
Pakistan,3.05.20,5
Palestine,3.05.20,4
Peru,3.05.20,0
Philippines,3.05.20,3
Poland,3.05.20,1
Portugal,3.05.20,8
Qatar,3.05.20,8
Romania,3.05.20,6
Russia,3.05.20,4
Saint Barthelemy,3.05.20,3
San Marino,3.05.20,21
Saudi Arabia,3.05.20,5
Senegal,3.05.20,4
Serbia,3.05.20,0
Singapore,3.05.20,117
Slovakia,3.05.20,0
Slovenia,3.05.20,2
South Africa,3.05.20,1
South Korea,3.05.20,6088
Spain,3.05.20,259
Sri Lanka,3.05.20,1
Sweden,3.05.20,94
Switzerland,3.05.20,114
Taiwan,3.05.20,44
Thailand,3.05.20,47
Togo,3.05.20,0
Tunisia,3.05.20,1
UK,3.05.20,115
Ukraine,3.05.20,1
United Arab Emirates,3.05.20,29
US,3.05.20,220
Vatican City,3.05.20,0
Vietnam,3.05.20,16
Afghanistan,3.06.20,1
Algeria,3.06.20,17
Andorra,3.06.20,1
Argentina,3.06.20,2
Armenia,3.06.20,1
Australia,3.06.20,60
Austria,3.06.20,55
Azerbaijan,3.06.20,6
Bahrain,3.06.20,60
Belarus,3.06.20,6
Belgium,3.06.20,109
Bhutan,3.06.20,1
Bosnia and Herzegovina,3.06.20,2
Brazil,3.06.20,13
Cambodia,3.06.20,1
Cameroon,3.06.20,1
Canada,3.06.20,49
Chile,3.06.20,4
Colombia,3.06.20,1
Costa Rica,3.06.20,1
Croatia,3.06.20,11
Czech Republic,3.06.20,18
Denmark,3.06.20,23
Dominican Republic,3.06.20,2
Ecuador,3.06.20,13
Egypt,3.06.20,15
Estonia,3.06.20,10
Faroe Islands,3.06.20,1
Finland,3.06.20,15
France,3.06.20,653
French Guiana,3.06.20,0
Georgia,3.06.20,4
Germany,3.06.20,670
Gibraltar,3.06.20,1
Greece,3.06.20,45
Hong Kong,3.06.20,107
Hungary,3.06.20,2
Iceland,3.06.20,43
India,3.06.20,31
Indonesia,3.06.20,4
Iran,3.06.20,4747
Iraq,3.06.20,40
Ireland,3.06.20,18
Israel,3.06.20,21
Italy,3.06.20,4636
Japan,3.06.20,420
Jordan,3.06.20,1
Kuwait,3.06.20,58
Latvia,3.06.20,1
Lebanon,3.06.20,22
Liechtenstein,3.06.20,1
Lithuania,3.06.20,1
Luxembourg,3.06.20,2
Macau,3.06.20,10
Mainland China,3.06.20,80573
Malaysia,3.06.20,83
Malta,3.06.20,0
Martinique,3.06.20,0
Mexico,3.06.20,6
Monaco,3.06.20,1
Morocco,3.06.20,2
Nepal,3.06.20,1
Netherlands,3.06.20,128
New Zealand,3.06.20,4
Nigeria,3.06.20,1
North Macedonia,3.06.20,3
Norway,3.06.20,108
Oman,3.06.20,16
Others,3.06.20,696
Pakistan,3.06.20,6
Palestine,3.06.20,16
Peru,3.06.20,1
Philippines,3.06.20,5
Poland,3.06.20,5
Portugal,3.06.20,13
Qatar,3.06.20,8
Romania,3.06.20,9
Russia,3.06.20,13
Saint Barthelemy,3.06.20,3
San Marino,3.06.20,21
Saudi Arabia,3.06.20,5
Senegal,3.06.20,4
Serbia,3.06.20,1
Singapore,3.06.20,130
Slovakia,3.06.20,1
Slovenia,3.06.20,7
South Africa,3.06.20,1
South Korea,3.06.20,6593
Spain,3.06.20,400
Sri Lanka,3.06.20,1
Sweden,3.06.20,101
Switzerland,3.06.20,214
Taiwan,3.06.20,45
Thailand,3.06.20,48
Togo,3.06.20,1
Tunisia,3.06.20,1
UK,3.06.20,163
Ukraine,3.06.20,1
United Arab Emirates,3.06.20,29
US,3.06.20,277
Vatican City,3.06.20,1
Vietnam,3.06.20,16
Afghanistan,3.07.20,1
Algeria,3.07.20,17
Andorra,3.07.20,1
Argentina,3.07.20,8
Armenia,3.07.20,1
Australia,3.07.20,63
Austria,3.07.20,79
Azerbaijan,3.07.20,9
Bahrain,3.07.20,85
Belarus,3.07.20,6
Belgium,3.07.20,169
Bhutan,3.07.20,1
Bosnia and Herzegovina,3.07.20,3
Brazil,3.07.20,13
Cambodia,3.07.20,1
Cameroon,3.07.20,1
Canada,3.07.20,54
Chile,3.07.20,4
Colombia,3.07.20,1
Costa Rica,3.07.20,1
Croatia,3.07.20,12
Czech Republic,3.07.20,19
Denmark,3.07.20,23
Dominican Republic,3.07.20,2
Ecuador,3.07.20,13
Egypt,3.07.20,15
Estonia,3.07.20,10
Faroe Islands,3.07.20,1
Finland,3.07.20,15
France,3.07.20,949
French Guiana,3.07.20,5
Georgia,3.07.20,4
Germany,3.07.20,799
Gibraltar,3.07.20,1
Greece,3.07.20,46
Hong Kong,3.07.20,108
Hungary,3.07.20,4
Iceland,3.07.20,50
India,3.07.20,34
Indonesia,3.07.20,4
Iran,3.07.20,5823
Iraq,3.07.20,54
Ireland,3.07.20,18
Israel,3.07.20,21
Italy,3.07.20,5883
Japan,3.07.20,461
Jordan,3.07.20,1
Kuwait,3.07.20,61
Latvia,3.07.20,1
Lebanon,3.07.20,22
Liechtenstein,3.07.20,1
Lithuania,3.07.20,1
Luxembourg,3.07.20,2
Macau,3.07.20,10
Mainland China,3.07.20,80652
Malaysia,3.07.20,93
Malta,3.07.20,3
Martinique,3.07.20,2
Mexico,3.07.20,6
Monaco,3.07.20,1
Morocco,3.07.20,2
Nepal,3.07.20,1
Netherlands,3.07.20,188
New Zealand,3.07.20,5
Nigeria,3.07.20,1
North Macedonia,3.07.20,3
Norway,3.07.20,147
Oman,3.07.20,16
Others,3.07.20,696
Pakistan,3.07.20,6
Palestine,3.07.20,22
Peru,3.07.20,1
Philippines,3.07.20,6
Poland,3.07.20,5
Portugal,3.07.20,20
Qatar,3.07.20,8
Romania,3.07.20,9
Russia,3.07.20,13
Saint Barthelemy,3.07.20,3
San Marino,3.07.20,23
Saudi Arabia,3.07.20,5
Senegal,3.07.20,4
Serbia,3.07.20,1
Singapore,3.07.20,138
Slovakia,3.07.20,1
Slovenia,3.07.20,7
South Africa,3.07.20,1
South Korea,3.07.20,7041
Spain,3.07.20,500
Sri Lanka,3.07.20,1
Sweden,3.07.20,161
Switzerland,3.07.20,268
Taiwan,3.07.20,45
Thailand,3.07.20,50
Togo,3.07.20,1
Tunisia,3.07.20,1
UK,3.07.20,206
Ukraine,3.07.20,1
United Arab Emirates,3.07.20,45
US,3.07.20,417
Vatican City,3.07.20,1
Vietnam,3.07.20,18
